일자,언론사,제목
20160729,서울신문,[In&Out] 대북 ‘창’과 ‘방패’/강철환 북한전략센터 대표
20160729,서울신문,[단독] 中 ‘사드 몽니’ 방통위 면담 이틀전 일방 취소
20160729,국민일보,가구 가방 주방용품 문구 등 7개 생활용품 프리미엄화 한다
20160728,한국일보,"[감동경영]풀무원, 한복 입고 김치 담그기 체험 ‘뮤지엄김치간’"
20160728,한국일보,[스포비즈 빅콘] '성폭행 피소 박유천 무혐의 판결까지 반응은?'
20160728,한국일보,[기고] 고향에서 보내는 여름휴가
20160728,한국일보,"대프리카의 여름, 핫(hot)하게 치맥으로 날려라!"
20160728,세계일보,"한류 스타들, K팝으로 LA 여름밤 달군다"
20160728,경향신문,"토니버거, 글로벌 진출위해 브랜드모델로 송승헌 발탁"
20160728,세계일보,“평창 라마다 호텔&스위트” 분양속 4계절 관광휴양지로 인기
20160728,서울신문,"이지애 “임신 15주차, 입덧 심해” 화보 보니 ‘역대급 청순 미모’"
20160728,서울신문,"양수경, 베일에 싸인 20년 “사실 세 아이의 엄마” 충격고백"
20160728,국민일보,"“북한 여성, 안팎 염색 머리 스타일 대유행”"
20160728,서울신문,[열린세상] ‘때’를 놓치면/이대현 국민대 언론정보학부 겸임교수
20160728,서울신문,우리동네 숨은 피서지 아직도 몰랐어?
20160728,국민일보,도시에서 만나는 휴식 더위사냥 가세요
20160727,한국일보,"“경기도의 여름은 요트, 카이트보딩, 짚와이어 타고 날리자”"
20160727,경향신문,"[글로벌 경영 특집]LG그룹 LG 시그니처 새 브랜드, 제품 차별화"
20160727,경향신문,[글로벌 경영 특집]CJ그룹 ‘비비고’ 앞세워 한식 한류 선봉에
20160727,국민일보,"인천에서 중경시 미용사 수료증 발급, 고품격 인천관광 첫선"
20160727,문화일보,VR 체험 전시관 순례 도시서 ‘알찬 피서’
20160727,문화일보,"KT, 중국 관광객과 직구족을 위한 모바일 쇼핑 ‘100C’ 출시"
20160727,경향신문,"헤어 메이크업 등 ‘한류 미용’ 인천시, 유커 1만명 유치"
20160727,세계일보,식지 않는 '송중기 열풍' 송중기 찾는 요우커들의 발길 이어져
20160727,내일신문,"중기청, 미국서 '글로벌 로드쇼'"
20160727,내일신문,KT '100C(바이씨)' 28일부터 서비스
20160727,세계일보,"'대륙여신' 홍수아, '수수한 매력 대방출' 화보 공개"
20160727,국민일보,"[창조 혁신 기업-SK그룹] 단순 펀드 지원 넘어 ‘윈윈’, 벤처업체 3곳 지분 사들여"
20160727,국민일보,한국 찾은 크루즈 외국관광객 89만명 122% 늘어
20160727,국민일보,‘치맥 성지 대구로 ’ 27일 페스티벌 개막
20160726,내일신문,"2016 서울재즈원더랜드, 올해는 <라틴 원더랜드>"
20160726,한국일보,"‘여배우팩’ 비타브리드, 홈쇼핑서 완판 화제"
20160726,경향신문,축제 한류 이끄는 ‘보령머드축제’
20160726,세계일보,[기고] 몽골에 퍼지는 의료 한류
20160726,한겨레,24시간 내내 소속사 감시받는 아이돌들
20160726,세계일보,"한음저협, 세종시서 개최한 '音 政 콘서트' 성황리 마쳐"
20160726,서울신문,한국 K-뷰티 산업을 한자리에  9월 인천 송도서 ‘K-뷰티 쇼’ 개최
20160726,서울신문,"[윤기자의 콕 찍어주는 그곳] 서울, 2016년 여름 광장시장"
20160726,서울신문,한국음악저작권협회 여섯번째 ‘음:정 콘서트’ 성황리 마쳐
20160726,문화일보,‘아이돌’ 아이콘 “우리가 차세대 韓流 스타”
20160726,국민일보,"“무한도전,TV프로그램 절대 강자” 22개월 연속 1위"
20160726,경향신문,부산 금정구의 세계화 교육
20160726,세계일보,"아이돌그룹 MAP6, k-팝으로 '日열도' 흔들고 귀국"
20160726,국민일보,LA서 우리 중소기업 소개하는 '창조경제 글로벌 로드쇼' 29일부터 31일까지
20160726,국민일보,"휴맵컨텐츠, 중국 법인 ‘하이마이’ 설립 “中 한류 사업 본격 전개”"
20160726,국민일보,"한국, 2017 카자흐스탄 아스타나 엑스포 참가"
20160726,서울신문,난 쓰레기통이다 내 뱃속 9할은 테이크아웃 컵
20160725,국민일보,"100만명이상 중국인 한류관광 앞장 중국환발해여유연합회, 인천관광공사와 손잡고 인천관광 본격화"
20160725,한겨레,"[시론] 사드, 한국의 북방외교를 요격했다 / 문일현"
20160725,국민일보,"수제버거 프랜차이즈 토니버거, 송승헌 모델로 글로벌 시장 공략"
20160725,내일신문,[인기 상승 전문대학들] 4년제 졸업생 재입학 해마다 늘어
20160725,문화일보,태국 정일우 대만 박신혜 인니 이루 “최고 한류스타는 나야 나”
20160725,문화일보,K-패션 야간 할인 신규면세점 ‘마케팅大戰’
20160725,서울신문,[이주의 문화레시피] 대중음악
20160724,한국일보,"지져스모델아카데미, 대전ㆍ광주에서 토탈 패션쇼"
20160724,세계일보,“북한산 일원 한류문화 중심지로 육성”
20160723,세계일보,[카드뉴스] 아시아 연예계 흔드는 왕서방의 '슈퍼 갑질'
20160723,서울신문,"춘향전 읽는 베트남, 정치학 배우는 케냐 위풍당당 e스쿨 한국학"
20160723,세계일보,JOTA면세점 중국 측과 건강검진 투어 계약 체결
20160722,한국일보,[기고] 콜롬비아에 부는 한국어 열풍
20160722,세계일보,[문화산책] 공감은 미래를 여는 문
20160722,세계일보,LH 끌고 한전 밀고 ‘K-스마트 시티’ 수출 협업
20160722,세계일보,"딩후이투자, 운단미디어-씨그널엔터와 손잡고 한류 콘텐츠 사업 추친 中"
20160722,세계일보,"빅뱅 콘서트 보러 中팬 대거 입국 ""현지 티켓판매 9분만에 매진"""
20160722,세계일보,마다가스카르 기상예보관이 한국까지 온 이유는?
20160722,세계일보,“방학 중 한국문화 체험 왔어요”
20160722,한국일보,"녹는실 리프팅 NO.1 브랜드 명성 바탕, 대한민국 대표 글로벌 미용기업 도약"
20160722,서울신문,[관광산업 발전 위한 릴레이 제언] 지역특화관광 콘텐츠개발과 지원강화/조용만 두타몰 대표
20160722,서울신문,"韓中 합작, 흥행 시작"
20160722,국민일보,“메갈이 그린 만화 안 볼테야” 레진 회원탈퇴 러시 페북지기 초이스
20160722,국민일보,이번엔 서로 손사래 대구공항 이전 난기류
20160722,국민일보,"서울시, 시민 아이디어로 도시재생의 미래 연다"
20160722,국민일보,"[대구 경북 손잡고 미래로] 대구치맥페스티벌, 오락 위주 축제서 산업화 국제화로 도약"
20160721,한국일보,"‘애니깽’의 후예, 비정했던 조국에 손을 내밀다"
20160721,세계일보,"[단독] 가수 더원 ""코스닥상장사 2대주주 됐다"""
20160721,서울신문,"‘재즈 한류’ 윈터플레이, 29~30일 첫 서울 단독콘서트 “쿨한 재즈 공연”"
20160721,세계일보,"'재즈 한류' 윈터플레이, 첫 서울 단독 콘서트로 팬들과 만나"
20160721,세계일보,"'색즉시공' 배우 신이, 새둥지 찾아 전속계약 체결"
20160721,국민일보,"산업부장관 ""수출 관광 투자에서 中 보복동향 없어”"
20160721,한국일보,"모바일 금융플랫폼, 글로벌 공략 구원투수로"
20160721,서울신문,[新국토기행] ‘사통팔달 관광지’ 강원 고성군
20160721,국민일보,청평댐 옆 프랑스 가평 너머 유럽 정원
20160720,경향신문,살포시 손 얹으면 살며시 돌아볼 것만 같다 이국적인 시골 마을 가평
20160720,서울신문,"‘함부로 애틋하게’ 김우빈 수지, 콘서트 장면 “1억원 투자” 역대급 스케일"
20160720,한겨레,[전우용의 현대를 만든 물건들] 네이팜탄
20160720,세계일보,"고양방송예술인협회, 'K-컬처 대한민국 청소년 공연예술 페스티벌' 개최"
20160720,국민일보,‘2016 K-컬처 대한민국 청소년 공연예술 페스티벌’ 23일 고양시서 개막
20160720,서울신문,영진전문대 연수 프로그램 통해 한류 뿌리 찾은 중국 대학생
20160720,문화일보,‘발레 한류’의 역설
20160720,문화일보,인공지능 시대의 韓流 방송 콘텐츠
20160720,문화일보,"“男神” 中, 황당한 ‘왕이 띄우기’ SNS통해 찬사 외모 극찬 쏟아져"
20160720,문화일보,광진구 다문화가정 한류체험 지원
20160720,서울신문,"디지털다임, 갤러리아면세점 한 중 통합 마케팅 진행"
20160720,문화일보,“선수 감독 아닌 자연인 이만수 초라하지만 지금이 행복”
20160720,국민일보,"중국마저 매료시킨 ‘함부로 애틋하게’ 수지, K뷰티 열풍 재조명"
20160720,국민일보,포켓몬 고를 향한 각국의 ‘따라하기’가 시작됐다
20160719,한국일보,"울산서머페스티벌, 23~29일 ‘팡파르’"
20160719,경향신문,[특파원칼럼]중국 ‘SNS 애국주의’ 열풍
20160719,문화일보,"에이핑크, 한류를 잇다 日 라이브 투어 ‘PINK SUMMER’ 승승장구"
20160719,문화일보,"빅스, 中 ‘더 리믹스’ 4회 우승 청중단 투표 1위"
20160719,문화일보,아직 ‘20대’ 박신혜의 남다른 행보 연기는 업(UP) 인기는 덤
20160719,문화일보,MBA 인문 자격증 ‘맞춤형 강좌 100개’ 中企 직원 무료 ‘온라인교육’ 선두주자
20160719,문화일보,"CJ, 20년 적자에도 문화산업 8兆 투자 ‘韓流의 마중물’"
20160719,문화일보,"판로 못찾던 ‘분노 캔들’, 올리브영에 마당펴니 ‘활활’"
20160719,내일신문,"중진공, 몽골 상의와 손잡다"
20160719,문화일보,아이돌 뺨치는 ‘발레돌’에게 듣는 ‘진짜 발레리노 세계’
20160719,서울신문,‘일산 한류월드 시티 프라디움 2차’ 북부 테크노밸리 수혜단지로 기대
20160719,국민일보,개그맨 김대희 “나도 한류 스타” 中 영화 ‘오빠’ 주연 배우 활약
20160719,국민일보,"광해군일기, 강원도서 UFO 추정 ‘화광’에 놀라고 선조실록, 명나라서 온 흑인병사에 문화적 충격 "
20160719,국민일보,“기술 있어도 상용화 못해 차별화 콘텐츠 개발 시급” ‘포켓몬GO’ 통해 본 한국 IT산업 고질적 문제
20160719,국민일보,한류 열풍에 휩싸인 몽골 새 소비재 수출 시장 부상
20160718,내일신문,[피부트러블 심한 여름철 피부 관리법] 여름방학엔 여드름 고민 졸업하자
20160718,세계일보,'2016 한국 영화를 빛낸 스타상 시상식' 한국영화배우협회 개최
20160718,경향신문,사전제작 드라마의 함정에 빠진 ‘함부로 애틋하게’
20160718,세계일보,[난류한류] '비뚤어진 코리안 드림' 상습 마약투약 中동포 2세들
20160718,세계일보,‘포켓몬 고’에 놀랐나  게임정책 ‘리부팅’
20160718,국민일보,"조선시대 UFO목격 사건, 조선에 온 명나라 흑인병사 등 기록 조선왕조실록에 ‘풍성’"
20160718,내일신문,[문 이과 교차지원 가능 프라임학과 주목하라] '소규모' 유형 학과도 인기
20160718,내일신문,어류(魚類)에서 한류(韓流)까지
20160718,국민일보,"중진공-몽골 상의, 중소기업 수출 협력 MOU 체결"
20160718,한국일보,“중국 기업 뭉칫돈 모셔라” 열 올리는 은행들
20160718,서울신문,"[창간 112주년-파워! 코리아] CJ, K팝으로 눈길 사로잡고 K푸드로 세계 입맛 잡고"
20160718,서울신문,"[창간 112주년-파워! 코리아] LG생활건강, 발효화장품 고급화 한류가 ‘숨’쉰다"
20160718,국민일보,“중후장대 대체할 수출 상품은 식품” 산은경제硏 보고서
20160718,국민일보,"한국 상품, 디자인 품질 좋지만 브랜드 인지도 낮아"
20160717,한겨레,7월 18일 알림
20160717,한겨레,[2030 잠금해제] ‘포켓몬 고’의 경고 / 이준행
20160716,서울신문,여기선 한국이 국적취득 1순위
20160716,세계일보,"박 대통령 방문 계기 반한감정 딛고, 몽골방송 한국프로그램 잇따라 방영"
20160716,서울신문,스마트 순찰차 CCTV 수사 ‘ICT 치안’도 한류 바람
20160716,서울신문,한화 ‘관광 속의 면세점’ 스타트
20160716,서울신문,몽골 아침 한국이 깨운다
20160715,한국일보,"외주제작사들 ""설 자리 빼앗는다""... KBS 제작 자회사 설립 반발"
20160715,한겨레,‘한드’의 판타지에 대한 본격 패러디물
20160715,세계일보,갤러리아면세점63 개장 ‘원스톱 관광 쇼핑’
20160715,국민일보,"김홍걸 “黃총리,일 저질러놓고 해외간 대통령 뒷처리 신세”"
20160715,문화일보,삼지창은 포졸용 아닌 ‘특수 병기’였다
20160715,문화일보,그래도 그때가 좋았어
20160715,세계일보,"외주제작단체 ""KBS, 외주제작사와 상생? 꼭 유니온이어야 하나"""
20160715,세계일보,"경찰, 박유천 성폭행 의혹 무혐의 결정 대신 성매매 사기 혐의로 檢 송치"
20160715,국민일보,김홍걸 “대통령에 잘보여 장관 오래하고싶은 사람 내각 채웠으니...”
20160715,서울신문,[기고] 한류의 매력에 빠진 불가리아/신부남 주불가리아 대사
20160715,서울신문,[금요 포커스] 산업에 문화의 옷을 입히자/정관주 문화체육관광부 제1차관
20160715,서울신문,[‘포켓몬고 광풍’] “포켓몬이기 때문에 성공 본질은 AR 아닌 콘텐츠”
20160714,한국일보,유일호 “사드 배치로 한류 타격 입을 수도”
20160714,한국일보,"마사회, 싱가포르에 경마 '신한류' 전파"
20160714,한국일보,"엔플라잉, 일본 오리콘 6위 '한류 밴드로 비상'"
20160714,경향신문,빙판 녹이는 ‘쇼트트랙 한류’
20160714,세계일보,"""무역보복 불매운동 번질라"" 산업계 '사드 앓이'"
20160714,한겨레,성공확률 90% ‘메디컬 드라마’ 나오기만 하면 “히트다 히트~”
20160714,경향신문,"이마트, 몽골 진출  1호점, 울란바토르에 28일 오픈"
20160714,한겨레,이마트 몽골 1호점 28일 개장
20160714,문화일보,‘中流’ 의 역습 왕다루 쉬웨이저우 인기몰이
20160714,문화일보,"이마트, 몽골에 브랜드 경영노하우 수출"
20160714,내일신문,"정용진 이마트, 몽골 수출길 나서"
20160714,내일신문,창동에 케이팝박물관-대중음악학교 들어선다
20160714,문화일보,걸멤버 페이 “남중국해 판결 반대” ‘동북공정 침묵’ 한류스타와 대조
20160714,세계일보,"중소기업과 스타의 만남, '커넥스타' 세계로 발걸음"
20160714,서울신문,"박해진, 허위보도 기자 고소 “단순히 조회수 높이려고..”[공식입장]"
20160714,국민일보,[休 떠나자-창원시] 해양솔라타워 오르면 다도해 수평선이 한눈에
20160713,한국일보,빅토리아 페이 차오루 등 “남중국해 판결 반대” 논란
20160713,한국일보,[2030 세상보기] 춤 출 수 없는 크리에이티브 코리아
20160713,한국일보,한중 직접 투자 FTA 후 급증
20160713,경향신문,"[사드, 성주 배치 확정]뿔난 중국, 반한 정서 확산 묵인 ‘소리 없는 경제 보복’ 할 가능성"
20160713,세계일보,수목원 숲길서 무더위 ‘싹’ 출판도시서 ‘독서 삼매경’
20160713,세계일보,[공감!문화재] 한국 전통정원의 키워드 ‘화계’
20160713,국민일보,"비치웨어 브랜드 ㈜쉬비치 '코트라(KOTRA) 주관 수출대전' 참가, 해외 시장 겨냥"
20160713,세계일보,"농협, 수출공동브랜드「NH FARM」선포식 개최"
20160713,문화일보,"창원, 첨단 관광산업 육성 박차"
20160713,경향신문,"[왜?]국내 주요 면세점, 너도나도 ‘숙취해소제’ 판매"
20160713,내일신문,농식품 수출은 'NH 팜(FARM)' 브랜드로
20160713,문화일보,"의정부지검, 한류열풍 악용 짝퉁 화장품 유통업자 17명 검거"
20160713,국민일보,"크리스탈이 소개하는 한국 관광 관광공사, 한류스타 여행가이드북 발간"
20160713,서울신문,홍콩 마담투소에 전시될 수지 밀랍인형 제작과정
20160713,세계일보,"박해진 측 ""낚시성 열애설 보도한 기자 수사 마무리단계"""
20160713,한국일보,말도 많고 탈도 많을 '산 자'의 동상
20160713,서울신문,몽골 인프라 공략 대장정 박대통령 내일 순방길 경제사절단 109개사 참여
20160713,국민일보,사드 파문에도 中企 ‘티몰글로벌’ 입점 열기
20160712,세계일보,[난류한류] 고3 담임의 갑질 ‘평가’ 빌미 수백만원 뒷돈
20160712,세계일보,"[종합]박유천 성폭행 사건 경찰수사 ""사실상 마무리단계"""
20160712,서울신문,"K뷰티 열풍에... 설화수, 헤라 짝퉁 화장품 유통시킨 일당 무더기 적발"
20160712,서울신문,박근혜 대통령의 경제 외교 이번엔 ‘몽골’...경제사절단 109개사 참여
20160712,문화일보,청주 ‘드라마 테마파크’ 본격화
20160712,내일신문,[2016 창업&중소기업 마켓 ⑭] 천연원료로 만든 기능성 화장품
20160712,서울신문,"포켓걸스 소윤, 섹시 걸그룹 멤버 1위 폴란드케이팝 팬 선정"
20160712,서울신문,브렉시트보다 ‘사드 리스크’가 더 무섭다
20160712,서울신문,더민주 “국회도 몰랐다” 한민구 “국회 비준 동의 사안 아니다”
20160712,국민일보,"中경제보복 땐 어떡하나 기업들, 사드發‘포비아’"
20160712,세계일보,수지 밀랍인형 제작에 누리꾼 “한국 여자 연예인 중에서 최초란다 자랑스럽네”
20160711,한국일보,中? “사드 배치에 상응조치 할 것”
20160711,한국일보,수지 밀랍인형 홍콩 마담투소 전시된다
20160711,한국일보,"전북대 학생들, 프랑스서 축제 연다"
20160711,한국일보,"남서울대, 26개 자원국가 학생 초청 한류 체험 연수"
20160711,서울신문,유재석 이어 수지까지 ‘밀랍인형’ 제작된다 “매우 영광스러운 일”
20160711,경향신문,문제는 ‘감각의 표절’ 나란히 걸릴 때 무엇이 웃음거리 되겠나
20160711,세계일보,"수지 밀랍인형 전시, 네티즌 “너무 러블리 하고 자랑스럽다 부러워”"
20160711,문화일보,"배수지, 홍콩 마담투소 밀랍인형 전시 韓 여성 연예인 최초"
20160711,세계일보,'브렉시트' 이어 '중국 리스크' 안갯속 한국경제
20160711,국민일보,"배수지 밀랍인형, 홍콩 마담투소에 전시 한국 여배우 중 최초"
20160711,세계일보,"홍콩 마담투소, 수지 밀랍인형 제작 한국 女연예인 최초"
20160711,서울신문,"수지 밀랍인형, 홍콩 마담투소 전시 ‘한국 女아티스트 최초’"
20160711,세계일보,"경찰 '박유천 성폭행사건' 수사브리핑 한 까닭은? ""관례에 없는 일"""
20160711,세계일보,외국 우수학생 남서울대서 한류 체험
20160711,경향신문,"중국 일대일로 서부시장 진출을 위한 지침서, 중국 비즈니스 신서유기"
20160711,문화일보,복합주거단지 개발 强者 안산에 미니신도시 세운다
20160711,국민일보,한강이 피서지다....여름 휴가를 시원하게 보내는 38일간의 오감만족 피서법
20160711,문화일보,"강남구, ‘관광도시’로 화려한 변신 외국 관광객 年600만명"
20160711,문화일보,"“영동대로 지하공간, 세계 최고 복합 환승 터미널로 구축”"
20160711,문화일보,귀신보다 세상이 더 무서워 TV 영화 납량물 실종
20160711,문화일보,"‘소녀돌’ 트와이스 천하 ‘태후’, OST로 가요계도 접수"
20160711,세계일보,"김현수 햄스트링 부상, 네티즌 “올스타브레이크 휴식기 겹치니 불행 중 다행”"
20160710,세계일보,[설왕설래] 너무 짜고 작은 치킨
20160710,한겨레,"케냐 초원에서 뉴욕 맨해튼까지, ‘손안의 은행’ 대전환"
20160710,한겨레,"박 대통령의 ‘중국 공들이기’, 사드 배치로 물거품 위기"
20160710,국민일보,"교회언론회 논평 ""할랄산업은 우리 경제의 미래 먹거리도 아니요 수출 신산업도 아니다"""
20160709,한국일보,"MAP6, 본격 열도 공략 '3주간 일본 누빈다'"
20160709,서울신문,"[단독]미스코리아 진 김진솔, 미스 유니버스에는 못 나간다"
20160709,국민일보,‘신앙＋영어’를 新한류로 주인공처럼 중국에 복음
20160709,세계일보,"[추영준의 ★빛사랑] ""박유천 성폭행 사건은 수사브리핑 없습니다""경찰입장"
20160709,서울신문,케이팝으로 달아오른 태국의 여름 밤
20160709,서울신문,[주말 하이라이트]
20160709,서울신문,목록화 디지털 작업 800여점 이매방 유품에 숨결 불어넣다
20160708,경향신문,"[‘사드’ 배치 확정]사드 악재 즉각 반응, 중국 관련주 급락 전문가들 “무역 보복 가능성”"
20160708,세계일보,1300년 전 일본에 세워진 '코리아타운' 고마군을 아시나요
20160708,세계일보,510억원 번 빅뱅 ‘수익 많은 세계 100인’에
20160708,경향신문,사드 공식발표에 코스피 '깜짝'  중국 무역보복 할까
20160708,세계일보,천안 LG생활건강 퓨쳐일반산업단지 정부가 민다
20160708,내일신문,[지자체 대표상품 | 일산 문화 산업클러스터] 100만 베드타운에서 자족도시로 대변신
20160708,내일신문,"[인터뷰 │최 성 고양시장] ""통일한국 경제거점 조성"""
20160708,국민일보,"방콕에서 7일 밤 서울 관광 홍보 ‘K팝 공연’ 씨쓰타, 몬스타엑스 등 출연"
20160708,국민일보,"조동원 “정들면 브랜드다...‘크리에이티브’, 프랑스 전유물 아니다”"
20160708,국민일보,"빅뱅, 미국서 공연수입 마룬5 제쳤다 포브스 '2016 셀러브리티 100'에 선정"
20160708,서울신문,[관광산업 발전 위한 릴레이 제언] 한국 관광 경쟁력 높이려면/지창훈 대한항공 사장
20160708,서울신문,[The Best 시티] 스토리 넘치는 골목 역사가 흐르는 거리 ‘서울의 심장’ 중구
20160708,서울신문,상암 VR허브에 기업 공짜 입주 ‘강아지공장’ 없게 허가제로
20160708,국민일보,"할랄 코셔 분야, 新산업 육성 추진 ‘논란’"
20160708,국민일보,유커 250여명 ‘태후’ 명소 찾는다
20160708,국민일보,“저와 함께 여행 떠나지 말입니다 ”
20160707,한국일보,"'함부로 애틋하게', 김우빈-수지 조합 '경쟁자 없었다'"
20160707,세계일보,[동영상] 인천공항에 송중기 디지털 마네킨 전시
20160707,국민일보,"상생의 힘? 경기-강원 협력사업 순항, 어떤 사업이 있나"
20160707,세계일보,"[난류한류] 여자친구에 기밀 누설, 국정원 직원 정직"
20160707,세계일보,'뜨는 신산업 키우기' 눈길 가지만 투자 고용효과는
20160707,한겨레,반려동물 산업 양성화 ‘강아지 공장’ 퇴출 나선다
20160707,세계일보,프리미엄 농식품 고부가가치 수산가공품 수출 확대
20160707,서울신문,대구치맥페스티벌 27~31일 열려 수제맥주에 각종 공연도
20160707,세계일보,‘일산 한류월드 시티 프라디움 2차’ 동 호수 계약 진행
20160707,서울신문,‘한국형 스마트 시티’ 수출 전략산업으로 육성
20160707,국민일보,[포착]송중기와 '한컷' 인천공항에 한류스타체험존
20160707,문화일보,국가브랜드의 불편함
20160707,내일신문,그린벨트 풀고 백두대간에 산악열차
20160707,내일신문,반도체 펀드 만들어  시스템반도체 수출 강화한다
20160707,서울신문,"불법 ‘강아지 공장’ 없앤다 정부, 반려동물 신산업으로 육성"
20160707,세계일보,"실력파 여성보컬 러쉬, '더러쉬'로 이름 바꿔 中진출"
20160707,국민일보,인천공항 면세구역에 송중기 디지털 체험존 설치
20160707,국민일보,"전진, 8월 생일 맞아 팬미팅 겸 토크콘서트 개최"
20160707,서울신문,세계한국어교육자대회 12~15일 개최
20160707,서울신문,아낌없이 주는 ‘할아버지 나무’
20160707,서울신문,장동련 국가브랜드 개발 단장 “브랜드 표절 주장 전혀 사실과 달라”
20160707,국민일보,‘함부로 애틋하게’ 첫방? 김우빈 하드캐리가 다했네
20160706,한국일보,"온라인에 솟구친 2030 여성 목소리, “나를 위한 콘텐츠를 더!”"
20160706,한국일보,대전 향토자원과 여행 접목한 ‘시티트레킹’ 첫 선
20160706,한국일보,“밀랍인형에는 그 사람의 영혼 깃들게 되죠”
20160706,세계일보,"박원순 시장, 아세안과 유대 강화 박차"
20160706,경향신문,"박원순 시장, 취임 후 첫 태국 싱가포르 방문"
20160706,경향신문,김병태 서울관광마케팅 사장의 ‘철학과 비전’ 전 세계인의 ‘버킷 리스트’에‘서울 방문’ 새겨넣겠다
20160706,세계일보,“대전 도심 걸으며 힐링하세요”
20160706,문화일보,이경희 작가의 매직 이번에는 ‘김우빈’이다
20160706,서울신문,창덕여중에 5년째 나무심는 삼계탕집 남월진 사장
20160706,국민일보,‘빙수’ 하나로 디저트 강국 일본을 홀리다
20160706,한겨레,지난해 데뷔한 아이돌의 평균 키는?
20160706,문화일보,"KBS, ‘콘텐츠 제작사 출범’ 공식 발표 방송계 “공영방송이 돈벌이” 비난 성명"
20160706,국민일보,공항철도 여름 성수기 맞아 오는 8일 직통열차 내외국인 여행객 대상 한류공연
20160706,서울신문,[In&Out] 잠자는 전통무예진흥법을 깨워라/허건식 청주세계무예마스터십 조직위원회 수석전문위원
20160706,서울신문,“친환경 농산물 해외 외식 시장 개척”
20160705,한국일보,[브리핑] 하나멤버스 회원 500만명 돌파 外
20160705,한국일보,"[인터뷰] 원더걸스 ""다시 미국 간다면 더 즐겁게 할 수 있어"""
20160705,내일신문,이달에 가볼만한 곳 - 우리 지역 역사체험지
20160705,문화일보,기름기 뺀 ‘건강 치킨’ 여성 다이어트族 사로잡다
20160705,문화일보,수지 “사전제작은 처음 확실히 여유 있더라”
20160705,내일신문,"""서비스 분야 세제 금융지원 대폭 늘린다"""
20160705,내일신문,타깃별 맞춤형 관광상품 적극 발굴
20160705,세계일보,올 상반기 구글 검색어 분야별 1위는?
20160705,국민일보,"신세계 VIP, 파리 '봉마르쉐'에서도 VIP 혜택"
20160705,경향신문,구글 상반기 검색어 1위 ‘태양의 후예’
20160705,경향신문,가슴지방이식과 보형물 삽입의 장단점
20160705,국민일보,"“북한 주민, ‘태양의 후예’로 200일 전투 피로 푼다?”"
20160705,국민일보,"샤이니 태민, 인티니트 호야, 소녀시대 태연, 씨스타 보라 한류 스타들의 댄스 대결 '힛 더 스테이지'"
20160705,한국일보,"원더걸스 ""전성기 지났다고 끝난 건 아니다"""
20160705,서울신문,‘한류스타와 다큐PD’ 제2의 송 송 커플 예약!
20160705,국민일보,CJ푸드빌 “2020년 해외매출 50% 이상 올릴 것”
20160705,국민일보,상반기 외국인직접투자 사상 최대
20160704,한국일보,한글 손글씨 전도사로 변신한 장태평 전 농림부 장관
20160704,한국일보,[아침을 열며] 한류 스타와 스타 의원
20160704,세계일보,홍대 신촌 강남역 ‘사물인터넷’ 도시로
20160704,한겨레,“한류 상품 해외판매 도우며 함께 성장”
20160704,서울신문,수지 김우빈의 힘 ‘함부로 애틋하게’ 中 회당 3억원 선판매 ‘태후’와 비교하니
20160704,서울신문,"‘함부로 애틋하게’ 수지 김우빈, ‘이민호 신민아’ 연인 질문에 대처하는 자세"
20160704,서울신문,‘슈퍼 갑’ 한류 톱스타와 ‘슈퍼 을’ 속물 프로듀서가 만나니 
20160704,서울신문,"태양의 후예, 北에서도 인기"
20160704,세계일보,경북관광 공식 중국 웨이보 구독자 폭발
20160704,서울신문,LINE이 일본제라고? 일본인 희망사항이 착각으로 둔갑했다
20160704,서울신문,"‘함부로 애틋하게’ 김우빈 수지, 키친 백허그에 심쿵 눈빛 ‘초밀착 스킨십’"
20160704,내일신문,새 국가브랜드 '크리에이티브 코리아'
20160704,문화일보,대한민국 새 브랜드는 ‘크리에이티브 코리아’
20160704,서울신문,박하선 화보 “좋은 대본이라면 베드신도 가능해”
20160704,국민일보,중국 내 '한국 쇼핑몰' 입점할 때 조심
20160704,서울신문,면세점 중기제품 매출 비중 13% 전용매장 의무화 효과 볼까
20160704,국민일보,[문화공방] <60> 아니면 말고
20160703,한국일보,K뷰티 이어 K주얼리 토종 액세서리 브랜드가 뜬다
20160703,세계일보,콘서트장의 열기 ‘빅뱅'
20160702,세계일보,[추영준의 ★빛사랑] K-팝 톱스타 줄줄이 이미지 추락 한류 '비상'
20160701,국민일보,넷플릭스 “봉준호 감독과 영화 ‘옥자’ 제작 중”
20160701,내일신문,"6월 수출 -2.7%, 18개월 연속 줄었다"
20160701,문화일보,소나무 구구단 크나큰 아이돌 한글이름 ‘좋아요’
20160701,한겨레,"“박유하 현상, 한 미 일 주류 이익에 부합”"
20160701,서울신문,믿고 보는 미드 원작 공감 얻고 자극 줄까
20160701,서울신문,넷플릭스 “한국 콘텐츠 확보 亞시장 공략”
20160701,서울신문,[사고] ‘한류 홀릭’ 코리아 룩 페스티벌 2016(Korea Look Festival 2016)
20160701,국민일보,[민선 6기 2주년-안상수 창원시장] “광역시 승격 더 큰 창원 지향 첨단 관광산업 열매 맺을 것”
20160630,한국일보,"""중국 콘텐츠 시장 진출 때 모바일을 주목하라"""
20160630,한국일보,외국인 친구에게 자신있게 소개할 서울 명소 TOP 7
